user_id,year,month,age,employment_type,residence_type,city_tier,monthly_income,income_sources_count,income_std_6m,salary_day_variance,monthly_spending,discretionary_spend_ratio,essential_spend_ratio,spending_volatility,balance_low_days,utility_bill_amount,utility_payment_ratio,utility_delay_days,bill_payment_consistency,bnpl_usage_count,bnpl_on_time_ratio,microloan_count,microloan_repayment_ratio,monthly_sales,sales_growth_rate,cashflow_variance,business_expense_ratio,late_payment_events,missed_payment_events,financial_stress_index
U2067,2026,11,,self_employed,rented,tier3,,,2426.173336713681,4.0,43802.51,0.27,,0.08,11.0,,0.97,,0.67,,0.8,2.0,0.87,0.0,0.27,0.54,0.44,4.0,,0.43
U2067,2026,12,57.0,self_employed,,tier3,,1.0,,6.0,,0.5,,0.2,,2587.0,,8.0,0.86,,0.93,2.0,0.92,0.0,0.24,0.11,0.56,0.0,0.0,0.43
U2068,2026,1,24.0,business,rented,tier3,80234.02,2.0,,,35312.18,0.23,0.57,0.2,5.0,4753.0,0.67,7.0,0.76,,0.59,4.0,0.95,84751.0,0.33,0.33,0.65,4.0,,0.84
U2068,2026,2,24.0,business,rented,tier3,93384.24,,6443.692231949901,6.0,,,0.45,0.16,3.0,5162.0,0.88,1.0,0.78,2.0,0.84,0.0,0.92,249784.0,-0.18,0.59,0.66,4.0,0.0,
U2068,2026,3,24.0,business,rented,tier3,77507.82,2.0,5460.328029329272,0.0,,,,0.08,11.0,3953.0,,4.0,0.89,3.0,0.69,,0.74,232518.0,0.14,0.55,0.43,0.0,0.0,0.2
U2068,2026,4,24.0,business,rented,tier3,79867.76,1.0,3431.9982837038806,5.0,56804.19,0.21,0.6,,,824.0,1.0,,0.64,3.0,,0.0,,3508.0,0.22,0.13,0.61,1.0,2.0,0.5
U2068,2026,5,,business,rented,tier3,89801.43,1.0,4693.225301974645,,38292.25,0.54,0.48,0.13,9.0,2921.0,0.81,1.0,,1.0,0.79,4.0,0.56,,0.24,0.21,0.72,1.0,0.0,0.84
U2068,2026,6,24.0,business,rented,tier3,,4.0,,3.0,45094.36,,0.56,0.28,1.0,4312.0,0.86,4.0,0.78,2.0,0.72,4.0,0.83,211039.0,0.18,,0.57,4.0,0.0,0.56
U2068,2026,7,24.0,,rented,tier3,77021.48,,1798.1659118819593,7.0,45596.12,0.35,0.46,0.33,1.0,5547.0,0.81,7.0,0.75,1.0,,,0.54,54602.0,0.04,0.1,0.4,3.0,,0.65
U2068,2026,8,,business,rented,tier3,83354.76,1.0,8228.415984197763,1.0,70302.46,0.58,,0.33,10.0,2701.0,0.99,6.0,0.66,1.0,0.77,1.0,0.7,52631.0,,0.55,0.39,2.0,,
U2068,2026,9,24.0,business,,tier3,93842.83,,3396.2732431967497,2.0,,0.58,,0.09,2.0,4854.0,0.99,2.0,0.62,4.0,0.92,3.0,0.57,81871.0,0.26,0.49,0.69,3.0,3.0,0.21
U2068,2026,10,24.0,business,,tier3,76371.82,3.0,5157.75901560391,2.0,64102.56,0.42,,0.15,7.0,,0.78,1.0,0.76,4.0,0.97,0.0,0.7,148433.0,0.21,0.33,,3.0,2.0,
U2068,2026,11,24.0,business,rented,tier3,81534.48,2.0,,0.0,56912.72,0.31,0.62,0.06,12.0,4089.0,0.95,3.0,0.78,4.0,0.59,,0.91,68092.0,-0.0,0.54,0.58,1.0,,0.43
U2068,2026,12,24.0,business,rented,tier3,78271.09,1.0,,3.0,66823.81,0.54,0.58,,7.0,,,,0.97,,,1.0,0.7,171338.0,0.35,0.18,0.65,0.0,2.0,0.62
U2069,2026,1,45.0,salaried,,,27588.28,4.0,3731.5979453993077,,,0.3,0.43,0.24,11.0,1309.0,0.77,6.0,0.64,4.0,0.68,,,,0.08,,0.59,2.0,2.0,0.48
U2069,2026,2,45.0,salaried,owned,tier3,23158.58,,4657.368494175826,6.0,9159.9,0.5,0.49,0.24,4.0,4257.0,0.63,1.0,0.7,4.0,0.95,,0.97,,,0.34,0.6,1.0,1.0,
U2069,2026,3,45.0,salaried,,tier3,26814.7,2.0,7791.575840311597,0.0,20071.39,,0.51,,,2631.0,0.63,6.0,0.78,5.0,0.88,,0.64,0.0,0.13,,,3.0,3.0,0.65
U2069,2026,4,45.0,salaried,,tier3,32996.25,4.0,,4.0,18281.53,0.25,0.67,0.11,6.0,2303.0,0.73,6.0,0.74,3.0,0.81,1.0,,0.0,0.08,0.46,0.78,3.0,0.0,0.24
U2069,2026,5,45.0,salaried,,tier3,39389.68,1.0,3546.250870111591,6.0,28987.21,,0.59,,3.0,2672.0,,,0.78,,0.69,,0.54,0.0,0.01,0.12,0.69,0.0,,0.68
U2069,2026,6,45.0,,owned,tier3,24838.73,2.0,2397.681571767647,0.0,,0.53,,0.09,,1630.0,0.92,7.0,,4.0,0.64,,,0.0,0.12,0.17,0.44,,2.0,
U2069,2026,7,45.0,salaried,owned,tier3,18054.19,,1277.3689648582986,0.0,13081.16,0.46,0.66,0.22,4.0,,0.68,,0.58,6.0,0.53,1.0,0.54,0.0,-0.08,0.26,0.47,4.0,3.0,0.54
U2069,2026,8,45.0,,,tier3,36922.61,1.0,3284.361749354296,7.0,18071.03,0.33,0.66,0.13,9.0,3889.0,0.98,,,3.0,0.68,3.0,,0.0,0.25,0.22,0.59,,0.0,0.59
U2069,2026,9,45.0,salaried,owned,tier3,8132.61,3.0,3636.4745393531375,5.0,2069.16,,0.48,0.05,9.0,1120.0,0.71,,0.63,5.0,0.76,,,0.0,0.32,0.25,0.47,2.0,2.0,0.53
U2069,2026,10,45.0,salaried,owned,tier3,31124.9,2.0,,4.0,22651.03,0.3,,0.32,0.0,2513.0,0.78,7.0,0.6,3.0,0.69,0.0,0.76,0.0,0.18,,0.75,2.0,1.0,0.66
U2069,2026,11,45.0,salaried,owned,tier3,24242.38,4.0,3317.6248248034026,0.0,7531.32,,0.77,,12.0,,0.95,7.0,0.7,4.0,0.74,2.0,0.73,0.0,0.33,0.49,0.52,0.0,2.0,0.76
U2069,2026,12,45.0,salaried,owned,tier3,22722.16,3.0,8234.934977988822,4.0,,0.26,0.47,,5.0,2413.0,0.87,7.0,0.84,0.0,0.9,2.0,0.73,,0.19,0.36,0.57,2.0,2.0,0.32
U2070,2026,1,27.0,salaried,owned,tier2,100625.7,4.0,10144.019986540434,3.0,44425.72,0.57,0.61,0.1,4.0,,0.79,1.0,0.51,0.0,0.65,3.0,0.5,0.0,0.15,,0.75,0.0,1.0,0.45
U2070,2026,2,27.0,salaried,owned,tier2,97741.04,2.0,2410.388319954925,1.0,34625.43,0.28,0.6,0.35,11.0,3904.0,0.96,5.0,,3.0,0.92,1.0,0.88,,0.2,0.53,0.71,0.0,0.0,0.37
U2070,2026,3,27.0,salaried,owned,tier2,104117.66,,6963.809850059746,0.0,66911.67,,0.6,0.33,2.0,2010.0,0.97,3.0,0.56,6.0,0.55,2.0,0.79,0.0,0.11,0.17,0.47,0.0,1.0,0.58
U2070,2026,4,27.0,salaried,owned,,,2.0,6933.370239467683,3.0,86643.57,,0.51,0.28,9.0,2945.0,0.63,4.0,0.67,5.0,0.57,1.0,0.67,0.0,-0.0,,,1.0,2.0,0.43
U2070,2026,5,,salaried,owned,tier2,93955.52,2.0,2716.148606314699,2.0,27196.15,0.49,,0.14,8.0,2757.0,0.6,2.0,0.9,0.0,0.51,2.0,0.74,0.0,0.39,0.56,0.55,3.0,0.0,
U2070,2026,6,,salaried,owned,tier2,100861.97,1.0,6916.152504067052,6.0,62009.14,0.46,0.62,0.21,3.0,,,1.0,0.7,4.0,0.89,3.0,0.79,0.0,0.1,0.42,0.56,0.0,3.0,0.11
U2070,2026,7,27.0,salaried,owned,tier2,100577.65,,4965.3064494185455,,89499.1,0.4,0.68,0.13,5.0,5737.0,,3.0,0.66,,0.93,0.0,0.77,0.0,0.02,0.41,,2.0,0.0,0.12
U2070,2026,8,27.0,salaried,owned,tier2,,,3936.459471575604,3.0,76051.93,0.36,0.75,0.06,6.0,1271.0,,0.0,0.78,0.0,0.78,0.0,0.53,0.0,0.38,,0.38,0.0,0.0,
U2070,2026,9,,,owned,tier2,,3.0,3166.1694399208063,5.0,82545.29,0.56,0.5,0.34,3.0,2598.0,1.0,2.0,0.67,,0.64,0.0,0.62,0.0,0.23,0.18,0.31,2.0,1.0,0.3
U2070,2026,10,27.0,salaried,owned,tier2,82569.92,3.0,8225.822920142053,0.0,41394.39,0.51,0.55,0.09,,5267.0,0.88,4.0,,5.0,0.86,1.0,0.62,0.0,0.1,0.32,0.47,2.0,3.0,0.64
U2070,2026,11,27.0,salaried,owned,tier2,,3.0,8020.318696206582,5.0,49717.56,0.49,0.7,,12.0,2767.0,,6.0,0.7,,0.66,,0.75,0.0,0.15,0.42,0.42,0.0,2.0,0.64
U2070,2026,12,27.0,salaried,owned,tier2,97550.18,1.0,6888.4431676904205,1.0,63368.55,0.25,0.65,0.33,2.0,4949.0,,4.0,0.94,2.0,0.93,,0.95,0.0,,0.18,0.33,1.0,2.0,0.6
U2071,2026,1,50.0,,rented,,90485.37,,,0.0,53359.99,0.22,0.57,,0.0,1189.0,0.96,0.0,0.98,3.0,0.88,,0.61,0.0,-0.07,0.31,,,,0.33
U2071,2026,2,50.0,salaried,rented,tier1,101824.73,4.0,2224.7656767986273,2.0,90523.98,,0.76,0.32,6.0,4210.0,0.97,,0.7,3.0,0.87,0.0,0.94,0.0,-0.02,0.4,0.74,2.0,3.0,0.68
U2071,2026,3,,salaried,,tier1,86074.79,,6180.438701547141,,29997.32,0.52,,,10.0,3888.0,0.63,1.0,0.73,0.0,,1.0,0.84,0.0,0.38,0.33,0.8,0.0,0.0,0.39
U2071,2026,4,50.0,salaried,rented,tier1,93623.63,4.0,4896.771443733774,7.0,47812.82,,0.61,0.13,6.0,1545.0,,2.0,0.95,2.0,0.53,2.0,0.64,0.0,0.36,0.55,0.75,0.0,1.0,
U2071,2026,5,50.0,salaried,rented,tier1,93060.49,4.0,6114.86716836617,7.0,48761.8,0.29,0.74,0.24,5.0,1710.0,0.84,,0.5,1.0,,2.0,0.78,0.0,,0.45,,,,0.29
U2071,2026,6,,salaried,rented,tier1,80153.9,4.0,5819.013487303182,1.0,38802.95,0.35,0.44,0.31,3.0,3718.0,0.83,,,4.0,0.6,2.0,0.99,,,0.3,0.47,,2.0,0.59
U2071,2026,7,,salaried,rented,tier1,95249.34,2.0,4672.201639670056,7.0,58418.04,0.49,0.41,,,5048.0,0.87,6.0,0.89,,0.77,2.0,0.88,,-0.13,0.43,0.56,,2.0,
U2071,2026,8,50.0,salaried,rented,tier1,92645.31,4.0,2602.4477864760684,6.0,77823.49,0.51,0.76,,2.0,3896.0,0.77,1.0,0.96,4.0,0.88,3.0,0.64,0.0,0.04,,0.66,4.0,3.0,0.9
U2071,2026,9,50.0,,rented,tier1,86309.82,3.0,3393.9217297773785,5.0,,0.49,0.61,0.12,7.0,,0.73,,0.81,0.0,0.81,,0.56,0.0,0.24,0.1,0.44,,3.0,0.5
U2071,2026,10,50.0,,rented,tier1,88151.0,1.0,4808.387854163866,5.0,45941.71,0.58,0.71,0.27,11.0,2627.0,0.93,2.0,,4.0,0.84,0.0,0.82,0.0,0.03,0.28,0.54,1.0,3.0,0.4
U2071,2026,11,,salaried,,tier1,85848.51,1.0,6619.842157111004,2.0,77215.14,0.33,0.54,0.32,0.0,1097.0,,0.0,0.83,1.0,0.51,2.0,0.71,0.0,-0.07,0.33,0.53,3.0,2.0,0.68
U2071,2026,12,50.0,salaried,rented,tier1,,2.0,6952.577480626677,2.0,,,0.4,,12.0,1532.0,0.7,2.0,0.74,3.0,0.81,0.0,0.82,0.0,0.16,0.26,,,0.0,
U2072,2026,1,49.0,self_employed,rented,tier1,50292.73,1.0,6509.216055292479,0.0,,0.54,0.45,,,2772.0,0.68,2.0,0.97,6.0,0.97,3.0,0.59,,0.25,,0.48,2.0,1.0,0.81
U2072,2026,2,49.0,self_employed,rented,tier1,28866.43,2.0,3021.3173983447655,7.0,17958.79,0.39,0.47,0.3,11.0,,0.97,5.0,0.82,6.0,0.66,,0.83,0.0,-0.01,0.26,0.48,1.0,,0.67
U2072,2026,3,49.0,,rented,tier1,24926.59,,10030.441997503367,4.0,19685.31,0.51,0.69,0.23,5.0,4404.0,0.92,5.0,0.99,,,2.0,0.67,0.0,0.25,0.24,0.43,4.0,2.0,0.14
U2072,2026,4,49.0,self_employed,rented,tier1,,4.0,6392.080560084734,5.0,,0.49,0.53,0.23,0.0,818.0,0.99,0.0,0.51,1.0,0.91,1.0,0.76,0.0,-0.18,0.3,0.31,3.0,2.0,0.97
U2072,2026,5,49.0,self_employed,,tier1,26147.44,2.0,6079.720768234301,3.0,22504.77,,0.78,0.12,6.0,4856.0,,0.0,0.96,,0.71,1.0,,0.0,0.26,0.16,0.67,3.0,2.0,
U2072,2026,6,49.0,self_employed,rented,tier1,27870.6,4.0,3568.6440187594,4.0,24750.68,0.55,0.52,0.17,3.0,2924.0,0.94,7.0,,6.0,0.92,0.0,0.78,0.0,,0.48,0.58,,,
U2072,2026,7,49.0,,rented,tier1,23600.87,,4885.673531464681,2.0,19555.35,0.51,0.79,0.23,2.0,3936.0,0.93,6.0,0.86,4.0,0.8,0.0,,0.0,0.34,,0.67,4.0,0.0,0.33
U2072,2026,8,49.0,self_employed,rented,tier1,39800.46,,5348.064216341219,4.0,16233.46,0.41,0.51,0.24,,5033.0,0.82,1.0,,6.0,0.62,0.0,0.55,0.0,0.21,,0.52,3.0,0.0,0.96
U2072,2026,9,49.0,self_employed,rented,tier1,48980.11,4.0,1463.9110775652643,2.0,,,0.69,0.25,3.0,4334.0,0.9,5.0,0.97,1.0,0.64,1.0,0.53,0.0,0.24,0.15,,,2.0,
U2072,2026,10,49.0,,rented,tier1,45631.74,3.0,,7.0,20141.94,,0.63,0.17,9.0,,,2.0,,2.0,0.51,2.0,0.98,0.0,0.29,0.45,0.8,,1.0,0.49
U2072,2026,11,49.0,self_employed,,tier1,28560.9,3.0,2897.976363129587,,21782.79,,0.76,,10.0,2977.0,0.87,2.0,0.92,6.0,0.63,2.0,0.81,0.0,,0.46,,2.0,3.0,0.92
U2072,2026,12,49.0,self_employed,rented,tier1,31549.5,,6391.76551343703,,20746.32,0.38,0.51,,8.0,5335.0,0.84,,0.74,6.0,0.99,3.0,0.52,0.0,-0.19,0.4,0.48,,,0.72
U2073,2026,1,54.0,self_employed,owned,,104522.51,3.0,11300.712425401562,3.0,,0.31,0.76,0.32,,,0.63,0.0,0.99,2.0,,3.0,0.95,,0.38,0.27,0.32,3.0,2.0,0.63
U2073,2026,2,54.0,self_employed,owned,tier1,100970.53,4.0,2892.0540576953927,0.0,81811.61,0.32,0.67,0.35,9.0,3904.0,,7.0,,5.0,0.96,0.0,0.62,0.0,0.39,0.33,0.75,4.0,3.0,0.86
U2073,2026,3,54.0,,owned,,95006.41,2.0,5502.878228701943,6.0,54328.71,0.31,0.79,0.23,,5308.0,0.7,7.0,1.0,3.0,0.74,1.0,0.74,0.0,0.31,0.16,0.76,4.0,1.0,0.66
U2073,2026,4,54.0,self_employed,owned,tier1,103909.51,3.0,2041.747608344234,7.0,80617.88,0.49,0.69,0.26,11.0,5160.0,,1.0,0.76,1.0,0.9,2.0,,0.0,0.21,0.12,,2.0,2.0,0.16
U2073,2026,5,54.0,self_employed,owned,tier1,89673.84,4.0,3265.6545858210093,6.0,68551.74,0.5,0.47,0.13,10.0,5315.0,0.95,6.0,0.76,5.0,0.74,4.0,0.81,,-0.12,0.22,0.61,1.0,1.0,
U2073,2026,6,54.0,,owned,tier1,106525.2,1.0,3083.8351027615213,5.0,50276.22,,0.71,0.34,,3088.0,0.96,4.0,,4.0,,4.0,0.56,0.0,,0.41,0.54,0.0,1.0,0.12
U2073,2026,7,54.0,,owned,tier1,96601.59,3.0,2368.4090041868953,,66067.26,0.45,,0.09,7.0,2851.0,0.74,1.0,0.94,5.0,0.94,0.0,0.96,0.0,0.3,0.53,0.61,4.0,0.0,0.91
U2073,2026,8,54.0,self_employed,owned,,,4.0,8714.80657611318,7.0,26562.6,0.41,0.6,0.07,4.0,4428.0,0.86,0.0,0.55,5.0,0.71,3.0,0.8,0.0,-0.02,0.11,0.72,3.0,1.0,
U2073,2026,9,54.0,self_employed,owned,tier1,106171.67,3.0,4925.862633551976,7.0,83869.41,,0.51,0.18,12.0,960.0,0.69,3.0,0.81,,0.9,4.0,0.98,0.0,-0.0,0.21,0.47,0.0,1.0,0.64
U2073,2026,10,54.0,self_employed,owned,tier1,83081.88,4.0,6016.456577503373,6.0,26745.42,,0.57,0.28,,4215.0,0.9,3.0,0.69,,0.59,4.0,0.7,0.0,0.04,0.12,0.45,0.0,0.0,0.39
U2073,2026,11,54.0,self_employed,owned,tier1,100954.38,4.0,7619.876189183789,6.0,26209.22,0.31,,0.19,3.0,5061.0,0.69,7.0,,2.0,0.69,0.0,0.63,0.0,-0.13,0.47,0.33,1.0,1.0,0.74
U2073,2026,12,54.0,,,tier1,93170.08,3.0,4364.924151646293,,24470.6,0.22,,0.28,7.0,2177.0,0.83,4.0,,4.0,,,,0.0,0.35,0.23,0.49,3.0,0.0,0.5
U2074,2026,1,48.0,salaried,owned,tier1,29127.96,,7596.864365318173,2.0,9948.37,,,0.32,11.0,4542.0,0.77,4.0,0.68,3.0,0.99,,0.67,0.0,-0.01,,0.74,1.0,1.0,0.16
U2074,2026,2,48.0,salaried,owned,tier1,-2660.24,3.0,2954.766632493166,3.0,-1698.91,0.47,,0.13,11.0,2926.0,0.96,0.0,,2.0,0.92,4.0,0.86,0.0,0.02,0.26,0.4,,3.0,0.32
U2074,2026,3,,salaried,owned,tier1,21615.56,2.0,5391.882130568088,,11563.13,,0.58,0.16,10.0,3233.0,0.71,,0.52,5.0,0.93,3.0,0.52,0.0,-0.1,0.23,0.38,4.0,,0.83
U2074,2026,4,48.0,salaried,owned,tier1,11434.59,1.0,4175.782268034124,4.0,8387.37,0.46,0.6,0.13,4.0,2439.0,0.89,5.0,0.56,2.0,0.68,4.0,0.96,0.0,0.32,0.38,0.42,,2.0,0.43
U2074,2026,5,,salaried,owned,tier1,30330.1,3.0,7220.524025282147,1.0,,0.27,0.59,0.27,3.0,2150.0,0.98,6.0,0.71,4.0,0.86,2.0,0.97,0.0,0.35,0.27,0.56,1.0,1.0,0.25
U2074,2026,6,48.0,salaried,owned,tier1,25103.42,1.0,9656.400062574045,,7977.83,0.31,0.72,0.3,4.0,3071.0,0.94,6.0,,1.0,,0.0,,0.0,0.28,0.44,,,3.0,0.94
U2074,2026,7,48.0,,owned,tier1,23806.82,3.0,,5.0,8482.97,0.53,0.7,0.17,9.0,,0.95,7.0,0.94,5.0,0.77,4.0,0.66,,0.04,,0.74,4.0,1.0,0.89
U2074,2026,8,,salaried,owned,tier1,24580.96,,,0.0,18875.64,0.38,0.41,,10.0,2413.0,0.89,2.0,,,,0.0,0.81,0.0,-0.16,0.25,0.48,4.0,0.0,0.45
U2074,2026,9,,salaried,owned,tier1,30894.19,2.0,5356.219768611715,6.0,9272.47,0.44,0.67,0.21,3.0,4469.0,0.77,5.0,0.57,0.0,0.92,1.0,0.59,,0.25,0.28,0.36,3.0,2.0,0.21
U2074,2026,10,48.0,salaried,owned,tier1,34458.75,1.0,1664.2147747045115,6.0,17218.48,0.38,0.53,0.23,3.0,3603.0,0.99,0.0,,,0.51,3.0,0.89,0.0,0.22,,0.54,,1.0,0.99
U2074,2026,11,48.0,salaried,owned,tier1,,3.0,4228.543200080987,3.0,20884.63,0.58,0.59,0.11,2.0,3154.0,0.64,2.0,,3.0,0.71,4.0,0.66,0.0,0.28,0.34,0.76,4.0,3.0,0.8
U2074,2026,12,48.0,salaried,owned,tier1,18967.25,1.0,,,12204.5,0.49,0.48,0.05,2.0,2633.0,0.78,,0.69,1.0,,2.0,0.5,0.0,0.08,0.18,0.74,,1.0,0.84
U2075,2026,1,54.0,,rented,tier1,94349.09,2.0,,7.0,,0.23,0.56,0.14,11.0,,,3.0,0.82,5.0,0.57,3.0,,196393.0,0.18,0.42,0.6,1.0,2.0,0.26
U2075,2026,2,54.0,business,rented,tier1,69716.57,2.0,,7.0,52557.58,0.51,0.51,0.07,2.0,2733.0,,2.0,0.52,,0.78,2.0,,76430.0,0.36,0.58,0.67,0.0,2.0,0.61
U2075,2026,3,54.0,business,rented,tier1,70078.03,3.0,5300.65557720045,3.0,58635.27,0.44,0.65,0.33,,,0.9,2.0,0.8,2.0,0.59,4.0,0.69,122648.0,-0.04,0.39,0.76,,1.0,0.33
U2075,2026,4,54.0,business,rented,tier1,70774.89,2.0,4235.521260421904,0.0,44941.44,0.22,0.79,0.29,1.0,2236.0,0.76,0.0,0.57,6.0,0.67,2.0,0.86,205979.0,0.24,0.39,0.61,4.0,0.0,0.23
U2075,2026,5,54.0,business,rented,,79207.42,,5282.641157253831,7.0,35412.3,,0.78,0.13,5.0,3974.0,0.63,5.0,0.86,5.0,0.94,,0.82,218812.0,0.21,0.48,0.63,1.0,3.0,0.57
U2075,2026,6,,,rented,tier1,87159.57,4.0,7277.311121344204,2.0,49840.88,0.28,0.72,0.08,12.0,2298.0,0.96,3.0,0.82,3.0,0.5,1.0,,230307.0,,0.38,0.54,4.0,2.0,0.11
U2075,2026,7,54.0,business,rented,tier1,,3.0,3084.05048272081,7.0,34366.04,0.6,0.67,0.29,,2727.0,0.6,5.0,0.76,0.0,,1.0,0.82,,-0.09,0.33,0.71,,1.0,0.34
U2075,2026,8,54.0,business,,tier1,71695.17,1.0,9188.397518833011,1.0,,0.32,0.51,0.13,9.0,2058.0,0.72,3.0,0.56,,0.66,,,244425.0,,0.29,0.43,3.0,2.0,
U2075,2026,9,54.0,business,rented,,78021.5,4.0,3507.472309776787,5.0,58216.63,0.45,0.48,,,2047.0,,8.0,0.68,,0.79,3.0,,99513.0,,0.58,0.73,2.0,0.0,0.97
U2075,2026,10,54.0,business,rented,,,4.0,6098.058535245759,6.0,59669.84,0.42,0.78,0.14,1.0,1373.0,0.99,2.0,0.67,6.0,0.82,3.0,0.96,,-0.03,0.5,0.35,1.0,3.0,0.13
U2075,2026,11,54.0,business,rented,tier1,87459.97,3.0,4158.927116690093,2.0,45444.85,0.31,0.72,0.29,10.0,4394.0,0.92,,,2.0,0.63,2.0,0.8,186884.0,0.33,0.52,0.46,0.0,3.0,0.11
U2075,2026,12,54.0,business,rented,tier1,88219.06,2.0,7269.181751843383,4.0,27367.27,0.25,0.56,0.23,,,0.79,,0.56,,0.53,2.0,0.63,185327.0,0.36,0.55,0.36,2.0,,
U2076,2026,1,59.0,business,owned,tier1,89499.26,1.0,119.69369388400963,2.0,,0.25,0.66,,11.0,5308.0,0.95,2.0,0.6,3.0,0.59,2.0,0.88,10058.0,-0.13,0.19,0.51,1.0,2.0,
U2076,2026,2,,business,owned,tier1,91860.97,,4180.688135251627,,42673.5,0.32,0.54,0.07,8.0,5977.0,0.83,1.0,0.54,1.0,,2.0,0.65,54988.0,,,0.45,3.0,0.0,0.9
U2076,2026,3,59.0,business,owned,tier1,,,6425.675006119168,1.0,51338.44,0.2,0.58,,9.0,3339.0,0.8,1.0,,3.0,0.92,2.0,0.82,46868.0,0.37,,0.73,3.0,3.0,
U2076,2026,4,59.0,business,owned,tier1,108651.41,4.0,7386.86064618193,3.0,85933.06,0.42,0.43,0.16,10.0,1752.0,0.62,7.0,0.83,,0.95,3.0,0.7,2622.0,0.13,0.51,0.55,2.0,0.0,
U2076,2026,5,,business,,tier1,84476.63,1.0,8425.469645375206,2.0,26973.21,0.42,,0.21,,5659.0,0.76,4.0,0.77,6.0,0.54,3.0,0.52,147824.0,,0.28,,3.0,2.0,
U2076,2026,6,59.0,business,owned,tier1,91552.09,2.0,3784.218423049293,,32394.13,0.29,0.42,,1.0,4810.0,0.74,4.0,0.71,5.0,0.6,4.0,,43039.0,0.03,0.51,,3.0,0.0,
U2076,2026,7,59.0,business,,tier1,88373.97,2.0,4726.929872951539,0.0,71382.67,0.31,0.78,0.27,,,0.69,4.0,0.99,1.0,,3.0,0.94,100844.0,0.38,0.21,0.63,3.0,2.0,0.54
U2076,2026,8,59.0,business,owned,tier1,88259.89,3.0,5725.052191817994,3.0,46635.52,0.29,0.8,0.12,2.0,,0.76,2.0,0.56,0.0,0.87,0.0,,,0.1,0.18,0.58,0.0,2.0,0.67
U2076,2026,9,59.0,business,owned,tier1,91125.23,3.0,6050.210828604281,7.0,22948.23,0.49,0.41,0.17,12.0,3644.0,0.82,6.0,0.59,2.0,0.59,3.0,0.5,,0.09,0.18,0.48,4.0,3.0,0.34
U2076,2026,10,59.0,business,owned,tier1,83704.47,2.0,6287.613436052863,6.0,23918.83,,0.74,0.11,,4516.0,0.76,2.0,,,0.73,3.0,,78495.0,0.23,0.19,0.73,2.0,3.0,0.53
U2076,2026,11,,business,owned,tier1,104293.11,,4878.452422177479,4.0,,0.42,0.48,0.24,,4162.0,0.71,7.0,0.84,,0.93,2.0,0.85,164099.0,0.39,0.58,0.48,4.0,3.0,0.32
U2076,2026,12,59.0,business,owned,,89911.6,3.0,6777.656775594964,5.0,58457.48,,0.44,0.13,5.0,4572.0,0.88,8.0,0.97,,0.78,,0.51,140581.0,0.25,0.48,0.63,1.0,0.0,0.21
U2077,2026,1,37.0,salaried,owned,tier3,31583.73,3.0,,,19618.36,0.53,0.65,0.06,7.0,1222.0,0.73,4.0,0.58,,,2.0,0.97,0.0,0.18,0.43,,4.0,2.0,0.62
U2077,2026,2,37.0,salaried,owned,,12355.87,,4108.3117695939845,4.0,,,0.43,0.24,3.0,4385.0,0.7,,0.79,4.0,0.59,3.0,,0.0,0.27,0.39,0.58,0.0,,0.84
U2077,2026,3,37.0,,owned,,16882.5,3.0,3674.484314208936,1.0,9097.17,0.21,0.64,,8.0,,0.66,,0.67,,0.61,4.0,0.69,,0.32,,0.68,0.0,2.0,0.67
U2077,2026,4,37.0,,owned,tier3,,,3524.2750316875104,3.0,10214.52,0.27,0.73,0.21,4.0,2755.0,0.89,6.0,0.93,,0.91,1.0,0.57,,,0.21,0.37,3.0,0.0,0.81
U2077,2026,5,37.0,,owned,,23212.82,1.0,5834.609660504133,4.0,16187.08,0.48,0.79,0.06,10.0,,0.97,5.0,0.61,3.0,0.51,1.0,0.69,0.0,0.17,0.15,0.45,3.0,,
U2077,2026,6,37.0,salaried,owned,tier3,23222.03,4.0,6122.160135736444,0.0,14980.86,0.23,0.65,0.32,3.0,4630.0,0.92,,,6.0,0.99,2.0,0.52,0.0,0.05,0.47,,4.0,2.0,0.31
U2077,2026,7,37.0,,owned,tier3,37808.43,2.0,,2.0,18388.56,0.25,0.43,,12.0,5910.0,0.77,3.0,0.57,5.0,0.89,2.0,0.76,0.0,-0.18,0.47,0.71,1.0,3.0,0.37
U2077,2026,8,37.0,,owned,,17567.11,1.0,7679.029632595906,5.0,10443.88,0.29,,,4.0,1867.0,0.94,7.0,0.81,,0.92,,0.91,0.0,0.2,0.41,0.51,3.0,3.0,0.6
U2077,2026,9,37.0,salaried,owned,tier3,33456.13,2.0,5524.682269947561,2.0,29639.65,0.59,0.75,0.17,2.0,,0.96,3.0,0.7,,0.63,3.0,0.63,0.0,-0.11,0.38,,1.0,1.0,
U2077,2026,10,,salaried,owned,,23338.87,,5303.216969236072,7.0,,0.22,,0.22,5.0,5993.0,0.66,1.0,0.84,,0.85,2.0,0.86,,,0.13,0.54,1.0,0.0,0.77
U2077,2026,11,37.0,salaried,,tier3,37950.83,,5634.979532008369,7.0,,0.55,0.6,0.14,5.0,2082.0,0.7,0.0,0.7,0.0,0.69,2.0,0.97,0.0,-0.12,0.53,,4.0,0.0,
