avg_monthly_income,income_std_dev,income_trend,income_sources_count,salary_days_variance,avg_monthly_spend,spend_to_income_ratio,discretionary_spend_ratio,balance_low_days,cash_withdrawal_ratio,utility_payment_ratio,avg_payment_delay,missed_payments,payment_consistency_score,mobile_recharge_gap,informal_loans_count,informal_repayment_ratio,bnpl_usage_freq,bnpl_on_time_ratio,short_term_borrow_freq,repayment_borrow_ratio,avg_monthly_sales,sales_growth_rate,order_cancellation_rate,repeat_customer_ratio,business_age_months,age,residence_years,employment_years,salary_account_flag,upi_transaction_count,digital_txn_ratio,unique_merchants_per_month,avg_txn_size,account_tenure_months,num_bank_accounts,savings_ratio,emi_burden_ratio,bounce_count,self_transfer_ratio,night_txn_ratio,credit_enquiry_count,insurance_payment_ratio,loan_to_income_proxy,rd_sip_flag,overdraft_usage_flag,tax_filing_flag,gst_registered_flag
17420.25,,-1.0,1.0,5.54,20940.88,1.2021,0.1382,22.0,0.4444,0.3904,35.5,7.0,29.59,70.42,8.0,0.2068,0.0,0.4421,6.0,,-1.0,-999.0,-1.0,-1.0,-1.0,36.0,2.4,0.8,,9.0,0.23,10.0,510.75,,1.0,-0.1801,0.4889,7.0,0.0985,0.1291,10.0,0.3837,,,1.0,0.0,1.0
130458.53,,0.0,,9.66,55144.82,0.4227,,,,,7.89,1.0,81.6,20.46,1.0,0.8769,1.0,0.9908,0.0,0.9237,-1.0,-999.0,-1.0,-1.0,,39.0,14.3,10.2,,11.0,0.8033,65.0,211.28,175.4,2.0,0.5915,0.074,1.0,0.0894,0.0579,1.0,0.9512,2.664,1.0,0.0,1.0,0.0
48110.91,3597.76,-1.0,1.0,1.57,33441.89,0.6951,0.2679,10.0,0.319,0.7939,1.36,,,8.28,2.0,0.7458,0.0,0.758,,0.7098,-1.0,-999.0,-1.0,-1.0,-1.0,46.0,14.6,6.2,1.0,8.0,0.6991,47.0,176.94,53.1,3.0,0.3285,0.0969,1.0,0.0473,0.0641,,0.7663,3.4884,0.0,0.0,0.0,
101544.14,4757.3,0.0,1.0,,65800.6,0.648,0.3892,6.0,0.2303,0.8287,11.59,4.0,41.72,,2.0,0.8502,3.0,0.8304,1.0,0.7332,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,0.5,5.2,1.0,20.0,0.8035,50.0,327.37,86.0,2.0,0.3864,0.0971,4.0,0.1137,0.055,2.0,0.873,3.4956,0.0,0.0,1.0,0.0
68862.43,29577.64,1.0,2.0,6.61,55599.53,0.8074,0.3201,13.0,0.363,0.6893,18.1,5.0,34.26,54.67,3.0,0.565,0.0,0.7315,2.0,0.6174,-1.0,-999.0,-1.0,-1.0,-1.0,24.0,2.6,4.3,0.0,11.0,0.6207,38.0,363.4,50.7,3.0,0.206,0.1368,4.0,0.0863,0.1455,5.0,0.6862,4.9248,0.0,0.0,0.0,0.0
34001.25,9856.69,0.0,1.0,3.27,33056.02,0.9722,0.2097,18.0,0.4265,0.5147,31.27,6.0,14.49,35.61,,0.5336,0.0,0.5552,3.0,0.4482,-1.0,-999.0,-1.0,-1.0,-1.0,30.0,,0.8,0.0,1.0,0.4098,29.0,,23.1,2.0,0.008,0.1839,5.0,,0.0781,6.0,0.4814,6.6204,0.0,0.0,0.0,1.0
101613.45,13054.56,0.0,2.0,0.02,53113.35,0.5227,0.3942,4.0,0.1551,0.8761,10.84,5.0,50.09,23.87,,0.7571,1.0,0.7929,0.0,0.7832,-1.0,-999.0,-1.0,-1.0,-1.0,,0.7,10.7,1.0,12.0,0.7561,55.0,240.33,,2.0,0.5077,,3.0,0.0849,,1.0,0.874,1.4508,0.0,0.0,1.0,0.0
57876.31,9764.47,0.0,,3.06,52337.55,0.9043,0.2786,16.0,0.3243,0.5061,36.74,,0.0,86.77,4.0,0.5016,0.0,0.6451,3.0,0.4184,200898.14,-0.1719,,,57.2,46.0,10.0,5.1,0.0,11.0,0.4854,30.0,,42.4,1.0,0.1225,0.218,7.0,0.1602,0.0872,6.0,0.619,7.848,1.0,0.0,1.0,0.0
42073.74,15719.5,0.0,4.0,4.41,45965.56,,0.168,,0.4987,0.4299,20.93,4.0,43.1,10.99,6.0,0.4733,0.0,0.3863,,0.3481,-1.0,-999.0,-1.0,-1.0,-1.0,47.0,6.7,0.0,,15.0,0.3541,12.0,938.07,39.4,1.0,-0.0834,0.2913,,0.0916,0.1543,8.0,0.4138,10.0,0.0,1.0,1.0,0.0
39770.27,,0.0,1.0,4.29,39766.29,0.9999,,20.0,0.3887,0.3932,28.27,8.0,7.98,62.25,6.0,0.3973,2.0,0.3532,5.0,0.3755,-1.0,-999.0,-1.0,-1.0,-1.0,36.0,,5.3,0.0,10.0,0.2717,10.0,969.91,54.6,1.0,0.0263,0.2755,7.0,0.0471,0.1049,8.0,0.4128,9.918,0.0,0.0,0.0,0.0
33572.27,1367.24,0.0,1.0,1.1,37406.22,1.1142,0.04,19.0,0.4955,0.4486,44.1,8.0,6.68,11.88,6.0,0.3529,1.0,0.4992,5.0,0.4392,-1.0,-999.0,-1.0,-1.0,-1.0,45.0,7.0,0.0,1.0,5.0,0.3083,19.0,485.8,7.4,,-0.0942,0.2222,7.0,0.0575,0.103,8.0,0.4695,7.9992,0.0,0.0,1.0,0.0
67618.93,16944.65,0.0,1.0,15.94,31699.75,0.4688,0.299,4.0,0.2561,0.9192,26.11,8.0,14.01,25.82,1.0,0.9356,7.0,0.8397,1.0,0.9269,,-999.0,,-1.0,-1.0,27.0,,9.0,0.0,8.0,0.7532,,157.71,,,0.5269,0.0633,7.0,0.0863,0.064,1.0,0.9019,2.2788,1.0,0.0,0.0,1.0
107622.99,5889.84,1.0,1.0,0.54,66360.34,0.6166,0.3895,6.0,0.1714,0.8162,12.67,4.0,46.61,32.85,1.0,0.7918,1.0,0.9478,1.0,0.7529,-1.0,-999.0,-1.0,-1.0,-1.0,43.0,14.7,4.9,0.0,17.0,0.7933,53.0,311.55,100.8,1.0,0.3718,0.0493,3.0,0.0498,0.0636,2.0,0.8137,1.7748,0.0,1.0,0.0,0.0
16982.59,1483.33,0.0,1.0,1.27,19175.04,1.1291,0.1611,25.0,0.4515,0.4001,0.0,5.0,53.17,14.57,8.0,0.2,0.0,0.3551,6.0,0.1645,-1.0,-999.0,-1.0,-1.0,-1.0,58.0,8.6,0.0,1.0,3.0,0.1844,6.0,767.0,6.2,1.0,-0.1369,,5.0,0.0951,0.0794,10.0,0.3674,10.0,0.0,1.0,0.0,0.0
61067.42,3264.81,1.0,1.0,0.61,61024.67,0.9993,0.2312,16.0,,0.5019,43.2,8.0,0.0,13.43,4.0,0.4708,0.0,,,0.5601,-1.0,-999.0,-1.0,-1.0,-1.0,43.0,14.5,2.6,1.0,8.0,0.5046,20.0,753.39,33.8,1.0,-0.0064,0.1509,7.0,0.0572,0.0898,6.0,0.5611,5.4324,,0.0,0.0,0.0
50624.26,12262.2,,1.0,6.35,48017.11,0.9485,0.2441,,,0.6791,10.27,4.0,46.27,54.97,4.0,0.513,0.0,0.5678,4.0,,-1.0,-999.0,-1.0,-1.0,-1.0,37.0,6.0,3.6,0.0,,0.5221,18.0,657.77,42.5,,0.0815,0.2468,,0.1196,,7.0,0.4849,8.8848,0.0,1.0,0.0,0.0
40953.59,2391.95,1.0,1.0,0.06,32013.42,0.7817,0.2251,11.0,0.316,0.7386,27.76,4.0,29.34,90.0,2.0,0.6563,3.0,0.6695,2.0,0.5895,-1.0,-999.0,-1.0,,-1.0,31.0,6.1,4.6,1.0,,0.6016,36.0,220.78,36.2,2.0,0.1874,0.0951,4.0,0.0694,0.1288,4.0,0.693,3.4236,0.0,0.0,0.0,0.0
83123.62,8473.39,1.0,1.0,0.76,50397.85,0.6063,,8.0,0.2895,0.8253,6.81,1.0,,16.11,2.0,0.658,0.0,0.7726,1.0,0.7619,-1.0,-999.0,-1.0,-1.0,-1.0,34.0,8.9,2.8,1.0,18.0,0.7451,40.0,313.03,,1.0,0.4298,0.1321,1.0,,0.0748,,0.6926,4.7556,1.0,0.0,,0.0
142987.95,23596.95,0.0,1.0,10.03,67290.13,0.4706,0.4412,3.0,0.1363,0.9021,13.09,5.0,42.86,18.28,0.0,0.8349,2.0,0.8739,0.0,0.928,220758.24,0.1056,0.0455,0.8264,11.6,32.0,8.6,5.2,1.0,24.0,0.8898,60.0,279.21,123.5,2.0,,0.0457,3.0,0.0586,0.0512,,0.9615,1.6452,,0.0,1.0,1.0
44616.18,,,1.0,,42099.83,0.9436,0.2096,16.0,0.3227,0.6444,,5.0,24.56,90.0,4.0,0.4925,0.0,0.5684,3.0,0.5916,115399.23,-0.135,0.228,,37.7,47.0,9.7,2.8,,10.0,0.4371,21.0,495.29,53.6,2.0,,0.1631,,0.048,,6.0,,5.8716,0.0,0.0,1.0,1.0
127057.35,45474.83,-1.0,1.0,1.74,71800.11,0.5651,0.3544,4.0,0.1881,0.8429,17.87,5.0,34.33,8.34,0.0,0.9539,1.0,0.9845,1.0,0.9526,-1.0,-999.0,-1.0,-1.0,,44.0,,9.8,0.0,16.0,0.8157,,,148.2,2.0,0.4178,0.0083,4.0,0.1174,0.1033,0.0,0.8755,0.2988,0.0,0.0,1.0,0.0
,11029.84,1.0,,1.87,68581.49,0.6477,0.4072,7.0,0.1751,0.8253,4.14,3.0,56.26,15.21,1.0,0.7813,3.0,0.7606,1.0,0.7732,-1.0,-999.0,-1.0,-1.0,-1.0,44.0,14.1,6.2,1.0,19.0,0.836,46.0,370.71,98.1,1.0,0.3416,0.1403,2.0,,0.0609,2.0,0.8326,5.0508,0.0,0.0,1.0,0.0
134824.82,31184.5,1.0,2.0,2.06,54954.6,0.4076,0.366,5.0,0.1825,0.901,16.81,5.0,40.27,,0.0,0.9739,2.0,,0.0,0.9156,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,0.8,11.3,0.0,17.0,0.8711,,253.25,116.2,1.0,0.6108,0.0869,3.0,0.1175,0.0721,1.0,0.8766,3.1284,1.0,0.0,1.0,1.0
33649.94,1477.81,0.0,2.0,3.1,,0.9051,0.1766,,0.3998,0.5966,49.54,8.0,0.0,15.52,4.0,0.5021,1.0,0.5019,4.0,0.3665,-1.0,-999.0,-1.0,-1.0,-1.0,22.0,3.2,0.5,1.0,6.0,0.4556,21.0,358.31,40.0,,0.0851,0.1883,6.0,0.0595,0.0755,7.0,0.5207,6.7788,0.0,1.0,0.0,0.0
141089.5,,1.0,2.0,2.3,75144.27,0.5326,0.3788,,0.1302,0.9096,13.69,4.0,52.87,19.1,0.0,,4.0,1.0,1.0,0.853,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,0.4,11.8,1.0,20.0,0.8659,59.0,,139.3,,0.4535,0.0488,3.0,0.0881,0.0766,1.0,0.9363,1.7568,0.0,0.0,1.0,0.0
25357.09,,-1.0,3.0,13.75,28339.08,1.1176,0.1484,21.0,0.5239,0.4974,0.0,,81.97,10.56,7.0,,0.0,0.3639,6.0,0.1833,87371.96,-0.2704,0.2748,0.135,22.2,25.0,,0.1,1.0,7.0,0.2784,1.0,5667.82,19.9,1.0,-0.1325,0.401,3.0,0.1055,0.0895,10.0,0.4008,,,0.0,,0.0
,9131.05,1.0,,3.08,38808.34,0.962,0.226,16.0,0.3783,0.5462,5.32,3.0,52.76,57.45,4.0,0.6391,0.0,0.4895,4.0,0.443,-1.0,-999.0,-1.0,-1.0,,31.0,4.4,2.2,,12.0,0.3545,20.0,479.12,46.5,,0.0325,0.1919,,0.1025,0.0743,7.0,,6.9084,1.0,1.0,0.0,1.0
,3180.54,0.0,1.0,,57387.06,0.8816,,21.0,0.3046,,13.01,4.0,41.02,,3.0,0.5727,0.0,0.5888,3.0,0.5555,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,1.2,7.7,1.0,12.0,0.5061,31.0,459.1,39.3,2.0,0.1207,,3.0,0.0613,0.0766,6.0,0.4966,7.4088,0.0,0.0,1.0,0.0
28480.24,10897.91,0.0,2.0,1.65,,1.0301,0.1396,,0.4878,0.5354,17.05,7.0,16.15,19.97,5.0,0.4755,0.0,0.4776,4.0,0.4687,-1.0,-999.0,-1.0,-1.0,-1.0,40.0,7.3,2.3,0.0,2.0,0.3542,19.0,381.01,44.5,1.0,-0.0365,0.1947,7.0,0.1544,0.1377,7.0,0.4764,7.0092,0.0,,0.0,0.0
148670.59,8458.24,1.0,2.0,0.6,,0.4818,0.3979,3.0,0.1596,0.8927,17.32,6.0,,,0.0,0.9654,0.0,0.854,0.0,0.8906,-1.0,-999.0,-1.0,-1.0,-1.0,54.0,22.7,8.0,1.0,23.0,0.9011,55.0,324.12,130.7,,0.5107,0.0175,4.0,0.0806,0.1034,1.0,0.9889,0.63,1.0,0.0,1.0,0.0
145199.02,11382.75,,1.0,0.18,69942.37,0.4817,0.4058,1.0,0.1088,0.8814,,5.0,41.83,13.46,0.0,0.9549,7.0,0.9007,0.0,0.923,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,0.7,16.4,,17.0,,60.0,290.22,166.9,1.0,0.4765,0.0108,4.0,,0.0422,0.0,0.9248,0.3888,1.0,0.0,1.0,0.0
85698.38,3803.48,,,1.02,64410.9,0.7516,0.3827,10.0,0.2439,0.6639,,5.0,15.4,5.0,1.0,0.7444,1.0,0.7623,2.0,0.6497,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,6.0,6.1,1.0,16.0,0.728,41.0,390.37,69.8,3.0,0.2742,0.1034,4.0,0.0435,0.0701,3.0,0.8045,3.7224,0.0,0.0,0.0,0.0
51723.92,12748.73,1.0,1.0,16.59,45692.91,0.8834,0.219,14.0,0.4408,0.6641,25.56,2.0,48.04,27.11,3.0,0.579,0.0,,3.0,0.5979,-1.0,-999.0,-1.0,-1.0,-1.0,22.0,1.9,2.9,0.0,10.0,,29.0,390.54,44.4,1.0,0.1451,0.1218,2.0,0.0524,0.0894,5.0,0.6093,4.3848,1.0,0.0,0.0,1.0
21092.89,3298.93,,,5.59,25727.0,1.2197,0.1098,21.0,0.4275,0.4907,25.81,7.0,21.4,,7.0,0.3105,0.0,0.45,5.0,0.396,66131.5,0.0472,,0.1269,122.4,28.0,3.6,0.0,,5.0,0.2199,10.0,627.49,30.2,1.0,-0.2373,0.3717,7.0,0.1116,0.0844,,0.4444,10.0,0.0,1.0,0.0,0.0
22599.22,1021.44,-1.0,1.0,1.2,25019.6,1.1071,0.1158,,0.4851,,64.89,11.0,0.0,45.65,7.0,0.4391,0.0,0.3937,5.0,0.4386,-1.0,-999.0,-1.0,-1.0,-1.0,43.0,6.0,0.0,1.0,12.0,0.3254,12.0,510.6,1.0,1.0,-0.0646,0.2848,9.0,0.0426,0.1014,,0.4696,,1.0,0.0,1.0,0.0
88778.76,8929.22,1.0,1.0,0.07,,0.767,0.2747,10.0,0.2098,0.6958,27.18,7.0,6.06,8.0,2.0,0.6846,2.0,0.7062,2.0,0.7023,-1.0,-999.0,-1.0,-1.0,-1.0,44.0,13.2,6.3,1.0,21.0,0.6953,42.0,402.92,75.1,1.0,0.233,0.159,5.0,0.1152,0.0703,3.0,0.7692,5.724,1.0,0.0,1.0,0.0
,,0.0,3.0,1.0,70086.84,0.5945,0.4462,5.0,0.198,0.7489,13.9,5.0,31.17,35.0,1.0,0.8607,2.0,0.8139,1.0,0.843,-1.0,-999.0,-1.0,-1.0,-1.0,35.0,10.1,8.9,0.0,26.0,0.9134,45.0,387.22,118.4,1.0,0.4135,0.067,4.0,0.1141,0.0767,2.0,0.91,2.412,1.0,0.0,1.0,1.0
26245.07,5173.86,1.0,2.0,6.15,,1.1788,0.2102,21.0,0.5131,0.4048,14.34,6.0,28.67,52.2,8.0,0.3271,0.0,0.4477,6.0,0.2527,67172.71,-0.1195,0.2825,0.1145,89.1,26.0,1.4,0.9,0.0,7.0,0.3235,,,16.3,2.0,-0.1467,0.4114,7.0,0.0836,0.0998,10.0,0.4262,10.0,0.0,0.0,1.0,0.0
28208.28,,0.0,2.0,5.77,30273.13,1.0732,0.1109,23.0,0.4356,0.4026,52.16,7.0,24.52,19.34,8.0,0.2655,,0.3199,6.0,0.3134,109116.28,0.1546,0.273,0.2126,52.2,,1.4,0.0,0.0,4.0,0.2666,5.0,1441.58,,1.0,-0.0827,0.3659,8.0,0.1567,0.1,10.0,0.3881,10.0,,1.0,,0.0
22819.04,5295.99,-1.0,1.0,3.4,25221.88,1.1053,0.1046,20.0,0.4621,0.5174,28.03,7.0,14.34,10.0,5.0,0.4017,0.0,0.4406,4.0,,102567.06,-0.2152,0.261,,66.3,18.0,1.4,1.9,0.0,11.0,0.3259,19.0,327.56,25.2,1.0,-0.0966,0.2165,7.0,0.0969,0.0937,8.0,0.5199,7.794,0.0,1.0,0.0,0.0
13481.59,2296.92,-1.0,2.0,1.0,16702.34,1.2389,,,0.5282,0.4205,,4.0,58.86,41.7,8.0,0.3065,0.0,0.308,6.0,0.2338,43110.5,0.0021,0.2767,0.1809,30.0,47.0,4.3,1.5,0.0,0.0,0.124,7.0,575.94,29.6,2.0,-0.2564,0.4013,4.0,0.0773,0.0901,10.0,0.3538,10.0,0.0,0.0,0.0,1.0
72596.99,19261.77,1.0,2.0,3.64,57896.1,0.7975,0.2886,14.0,0.2875,0.7637,,1.0,64.38,22.77,,0.5316,,0.6996,2.0,0.589,-1.0,-999.0,-1.0,-1.0,-1.0,,2.6,0.9,1.0,12.0,0.6604,22.0,650.52,44.1,2.0,0.2411,0.1503,1.0,0.078,0.0962,5.0,0.7002,,0.0,1.0,0.0,0.0
27787.89,5281.04,1.0,1.0,15.68,25817.73,0.9291,0.1431,16.0,0.4297,0.65,18.54,7.0,20.51,16.22,5.0,0.3326,0.0,0.5469,4.0,0.5121,88072.86,0.0158,0.2464,0.3154,48.7,33.0,5.1,2.2,1.0,2.0,0.3823,18.0,353.67,19.2,3.0,0.0606,0.2161,7.0,0.0936,0.1062,7.0,0.5777,7.7796,0.0,0.0,0.0,0.0
27883.75,4372.81,0.0,,8.17,35286.89,1.2655,0.2032,23.0,0.4388,0.4601,26.78,5.0,39.41,10.47,8.0,0.3042,0.0,0.2844,6.0,0.142,105798.87,,0.2677,0.0356,102.6,27.0,4.3,,0.0,1.0,0.2091,9.0,953.7,18.5,1.0,-0.2765,0.3666,6.0,0.0852,0.0855,10.0,0.4626,10.0,,1.0,0.0,0.0
23640.6,1618.45,0.0,1.0,0.3,27328.53,1.156,0.1203,21.0,0.4329,0.3712,0.0,3.0,67.22,10.0,7.0,0.362,,0.3427,6.0,0.2107,-1.0,-999.0,-1.0,-1.0,-1.0,39.0,3.6,0.0,1.0,3.0,0.2187,6.0,1093.14,,,-0.1585,0.404,3.0,0.0514,0.1037,10.0,0.3636,10.0,0.0,0.0,,0.0
47393.41,2095.47,-1.0,1.0,0.18,32260.69,0.6807,,7.0,0.2743,0.7737,,3.0,54.24,6.52,,0.8122,1.0,0.6533,1.0,0.7866,-1.0,-999.0,-1.0,-1.0,-1.0,26.0,5.7,6.6,1.0,10.0,0.6368,43.0,186.48,76.0,2.0,0.3143,0.0419,3.0,0.0524,0.1115,3.0,0.8697,1.5084,1.0,0.0,1.0,0.0
49723.53,8532.43,1.0,3.0,4.04,49002.54,0.9855,0.2549,18.0,0.3745,0.498,25.93,6.0,23.42,34.27,5.0,0.3895,1.0,0.5005,4.0,0.5346,162123.49,-0.1282,,0.3817,60.6,35.0,7.0,,0.0,12.0,0.4293,17.0,710.18,45.9,2.0,-0.0036,0.2528,5.0,0.0723,0.0788,7.0,0.361,9.1008,0.0,0.0,0.0,
,8489.33,1.0,2.0,0.56,33053.64,0.6626,0.2792,8.0,0.3289,0.6711,33.76,6.0,12.56,26.44,2.0,0.6094,1.0,0.8057,1.0,0.6979,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,,8.9,1.0,9.0,0.6972,35.0,,67.3,,0.3348,0.1096,4.0,0.158,0.0783,,0.7629,3.9456,0.0,0.0,1.0,0.0
,10140.7,-1.0,2.0,6.58,27980.37,1.1163,0.1408,,0.5975,0.4507,15.12,6.0,26.32,54.89,6.0,,0.0,0.4545,5.0,0.266,-1.0,-999.0,-1.0,-1.0,-1.0,45.0,6.3,0.0,1.0,,0.2839,2.0,3108.93,,1.0,-0.1313,0.3086,6.0,0.0555,0.1581,9.0,0.4247,10.0,0.0,1.0,1.0,0.0
8205.02,500.0,-1.0,,0.36,10179.97,1.2407,0.1137,23.0,0.5178,,41.02,5.0,46.35,10.0,,0.1618,0.0,0.2682,6.0,0.1592,-1.0,-999.0,-1.0,-1.0,-1.0,40.0,3.8,2.6,0.0,4.0,0.1585,5.0,484.76,5.2,3.0,-0.24,0.5091,,0.055,0.1325,10.0,0.3953,10.0,0.0,1.0,0.0,
47459.64,15320.1,1.0,2.0,4.82,50862.5,1.0717,,20.0,0.3919,0.5135,39.54,8.0,6.27,60.28,5.0,0.4298,1.0,0.5471,4.0,0.4213,-1.0,-999.0,-1.0,-1.0,-1.0,42.0,,5.3,0.0,,0.4099,,1374.66,33.7,1.0,-0.1011,0.2049,7.0,0.0663,0.0979,7.0,0.4624,7.3764,0.0,0.0,0.0,0.0
58693.52,5550.89,-1.0,1.0,4.0,55447.77,0.9447,0.2643,15.0,0.3307,0.6587,46.39,6.0,11.67,31.36,4.0,0.467,0.0,0.4712,3.0,,-1.0,-999.0,-1.0,-1.0,-1.0,26.0,3.0,3.2,,17.0,0.5379,28.0,490.69,14.8,1.0,0.0301,0.1619,,0.0748,0.1164,6.0,0.5091,5.8284,0.0,1.0,1.0,0.0
32247.49,5884.13,-1.0,2.0,1.28,36562.2,1.1338,,23.0,0.43,0.4348,13.83,8.0,19.08,10.0,,0.3486,0.0,,,0.2752,63709.59,-0.0051,0.3163,0.2128,157.2,35.0,8.5,0.0,0.0,10.0,0.3624,12.0,746.17,12.3,2.0,-0.1173,0.3391,7.0,,0.0928,9.0,0.3743,10.0,1.0,0.0,0.0,0.0
55141.74,12185.84,-1.0,,,46357.66,0.8407,0.2311,11.0,0.2974,0.6635,29.51,4.0,26.25,,3.0,0.6457,5.0,0.7699,2.0,0.6662,-1.0,-999.0,-1.0,-1.0,-1.0,36.0,14.0,2.4,0.0,15.0,0.5714,36.0,319.71,28.8,,0.1496,0.1281,4.0,0.0811,0.0872,4.0,0.6351,4.6116,0.0,1.0,1.0,1.0
20038.2,7096.22,-1.0,1.0,5.62,22699.27,1.1328,0.0857,20.0,0.6091,0.4393,5.67,,36.79,39.26,8.0,0.2703,1.0,0.3582,5.0,0.2488,-1.0,-999.0,-1.0,-1.0,-1.0,37.0,4.4,0.0,,2.0,,9.0,613.49,18.0,,-0.1598,0.3195,,0.0625,0.1405,9.0,0.4313,10.0,0.0,1.0,,0.0
37295.17,,-1.0,2.0,1.0,37507.75,,0.1716,18.0,0.3861,0.5638,34.89,7.0,10.51,,5.0,0.3263,1.0,0.525,4.0,0.3697,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,0.2,0.8,0.0,6.0,,22.0,421.44,30.7,,0.0133,0.2202,6.0,0.1068,0.0957,7.0,0.474,7.9272,0.0,1.0,1.0,0.0
110417.54,26412.95,0.0,1.0,9.56,43394.09,0.393,0.3596,5.0,0.1993,1.0,21.84,7.0,35.55,5.0,0.0,1.0,0.0,0.8486,1.0,0.9668,316689.0,0.2799,0.0122,0.8573,,36.0,12.2,13.8,1.0,13.0,0.8982,62.0,174.27,192.3,2.0,0.6176,0.0095,5.0,0.1183,0.0589,0.0,1.0,0.342,1.0,0.0,1.0,0.0
144444.25,50807.51,-1.0,,1.25,65259.91,0.4518,0.364,2.0,0.1276,1.0,19.99,7.0,40.9,,0.0,0.9619,,0.8661,0.0,0.8968,-1.0,-999.0,-1.0,-1.0,-1.0,44.0,20.6,12.0,1.0,15.0,0.8133,52.0,312.25,,1.0,0.5582,0.0568,6.0,0.0699,,1.0,0.9833,2.0448,1.0,0.0,1.0,0.0
10681.14,2346.27,-1.0,3.0,2.96,13303.36,1.2455,0.1213,22.0,0.5293,0.3927,29.4,6.0,39.25,10.0,,0.246,0.0,0.3007,6.0,0.2739,28676.77,-0.0891,0.3312,0.1523,40.9,37.0,3.2,0.0,1.0,5.0,0.165,7.0,,22.7,1.0,-0.2538,0.4606,6.0,0.1017,0.104,10.0,0.3814,10.0,0.0,0.0,0.0,0.0
41095.31,14467.04,1.0,2.0,1.98,39817.25,0.9689,0.2368,17.0,0.4165,,,5.0,25.44,71.76,4.0,0.4493,,0.6333,,0.4136,-1.0,-999.0,-1.0,-1.0,-1.0,28.0,4.0,,0.0,,0.368,21.0,468.44,37.8,4.0,0.0414,0.1521,4.0,0.0832,0.2018,7.0,0.5278,,,1.0,0.0,0.0
19100.86,6693.31,-1.0,1.0,5.68,,1.2518,,,0.4463,0.4296,15.39,4.0,65.74,70.8,8.0,0.3157,1.0,0.4153,6.0,0.1908,-1.0,-999.0,-1.0,-1.0,-1.0,45.0,5.1,0.9,0.0,8.0,0.1921,1.0,4782.09,1.0,2.0,-0.2474,0.3736,4.0,0.0645,0.0914,10.0,0.3543,10.0,0.0,1.0,0.0,0.0
13635.15,1000.55,0.0,1.0,0.55,16591.25,1.2168,0.1199,23.0,0.483,0.4807,36.15,6.0,,10.0,8.0,0.2935,2.0,0.4246,6.0,0.232,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,1.6,0.8,1.0,6.0,0.1846,2.0,1843.47,26.2,,-0.1879,0.4958,6.0,0.0967,0.0982,10.0,0.3158,10.0,0.0,0.0,0.0,0.0
42937.15,2043.83,-1.0,1.0,,40931.99,0.9533,0.1291,18.0,0.4025,0.5601,8.37,7.0,15.71,41.21,4.0,0.4238,1.0,0.5234,,0.4996,-1.0,-999.0,-1.0,-1.0,,42.0,7.1,2.3,1.0,9.0,0.3917,24.0,421.98,13.2,1.0,0.0079,0.2001,6.0,0.0895,0.0721,7.0,0.5875,7.2036,,1.0,0.0,0.0
44161.9,10010.13,,1.0,1.0,38336.95,0.8681,0.1972,11.0,0.343,0.6237,22.77,5.0,18.76,10.0,3.0,,0.0,0.6446,2.0,0.5904,-1.0,-999.0,-1.0,,-1.0,20.0,1.1,4.6,0.0,8.0,,,316.83,38.4,1.0,0.1394,0.0634,4.0,,0.0725,4.0,0.7231,2.2824,0.0,1.0,1.0,1.0
46271.59,3240.2,0.0,1.0,3.04,40149.86,0.8677,0.2817,14.0,0.3079,0.6733,11.46,5.0,29.03,36.02,3.0,0.5348,0.0,0.5219,,0.5041,-1.0,,-1.0,-1.0,,35.0,6.4,1.5,0.0,7.0,0.396,33.0,301.88,48.4,1.0,0.149,0.163,4.0,0.0667,0.0805,6.0,0.5781,5.868,,0.0,1.0,0.0
14168.83,866.41,,1.0,0.0,17022.43,,0.109,22.0,0.5287,0.3827,,9.0,10.38,11.46,7.0,0.3996,0.0,0.3845,6.0,0.3453,-1.0,-999.0,-1.0,-1.0,-1.0,32.0,3.3,0.0,1.0,6.0,0.2162,1.0,3404.49,25.6,4.0,-0.1639,0.3763,9.0,0.1156,0.0875,9.0,0.409,10.0,0.0,0.0,0.0,0.0
63212.31,4692.57,1.0,1.0,1.09,45203.12,,0.2717,11.0,0.262,0.6549,7.18,4.0,38.39,5.96,,0.6583,1.0,0.7308,2.0,0.5574,-1.0,-999.0,-1.0,-1.0,,18.0,,4.9,1.0,13.0,0.5405,43.0,261.29,56.2,1.0,0.2749,0.1319,4.0,0.0819,0.1022,4.0,0.638,4.7484,0.0,0.0,1.0,0.0
28375.15,1836.03,,2.0,2.49,34112.61,1.2022,0.134,21.0,0.4356,0.4276,35.77,6.0,30.46,27.09,7.0,0.3558,0.0,0.4078,6.0,0.2874,-1.0,-999.0,-1.0,-1.0,-1.0,35.0,3.4,2.1,1.0,9.0,0.2717,9.0,921.96,35.6,1.0,-0.2008,0.33,7.0,0.0528,0.0898,,0.2959,10.0,0.0,0.0,0.0,0.0
